File,Total Time,Coding %,Debugging %,Testing %,FC% Flow Complexity,OV% Object Vocabulary,OC% Object Conjuration,AI% Arithmetic Intricacy,DT% Data Transfer,ID% Inline Data,CS% Code Structure,CM% Comments,CCR Code to Comment Ratio,ECF Essential Comment Factor,CSM Code Structure Modularity,LD Logic Density,SDE Source Divergence Entropy,IDF Information Diversity Factor,OCF Object Convolution Factor,LLOC Logical Lines of Code,Multi Line Comments,Single Line Comments,High Quality Comments,Strings,Numeric Constants,Code Nature,Quality Notes Count,Quality Notes Detail,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Expm1.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Floor.java,2,57,26,17,4,74,8,0,2,0,8,5,60,100,233,0,14,61,16,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Gaussian.java,35,46,33,20,25,25,18,13,12,1,6,2,32,78,162,115,54,454,33,76,17,8,25,0,46,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\HarmonicOscillator.java,21,48,32,20,18,32,20,10,11,0,6,2,28,70,161,91,46,400,36,48,14,0,14,0,15,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Identity.java,3,55,28,17,7,67,10,0,2,0,9,4,55,100,236,0,23,94,17,8,5,0,5,0,1,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Inverse.java,4,55,28,17,6,68,9,2,3,0,8,3,55,100,245,11,29,80,17,8,5,0,5,0,1,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Log.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Log10.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Log1p.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Logistic.java,26,48,32,20,15,32,24,10,11,1,6,2,32,90,140,94,49,474,45,55,17,1,18,0,28,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Logit.java,27,46,34,21,31,25,17,8,10,0,6,2,36,77,188,93,52,428,33,57,14,7,21,0,20,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Max.java,2,57,26,17,3,74,9,0,1,0,8,4,60,100,227,0,20,71,20,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Min.java,2,57,26,17,3,74,9,0,1,0,8,4,60,100,227,0,20,71,20,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Minus.java,4,55,28,17,7,65,9,5,2,0,8,3,55,100,239,22,31,88,17,8,5,0,5,0,1,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Multiply.java,2,57,27,16,4,69,10,4,1,0,8,5,60,100,222,20,18,83,20,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\package-info.java,1,64,22,14,0,74,4,0,0,0,9,13,100,200,83,0,0,33,10,1,2,0,2,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Pow.java,2,57,26,17,3,74,9,0,1,0,8,4,60,100,227,0,20,71,20,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Power.java,5,55,28,18,6,65,14,0,3,0,9,3,58,116,224,8,27,131,24,11,7,0,7,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Rint.java,2,57,26,17,4,74,8,0,2,0,8,5,60,100,233,0,14,61,16,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Sigmoid.java,25,47,33,20,22,29,17,12,12,1,6,2,40,88,183,100,54,370,30,56,14,9,23,0,29,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Signum.java,2,57,26,17,4,74,8,0,2,0,8,5,60,100,233,0,14,61,16,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Sin.java,4,55,28,17,7,69,10,0,3,0,9,3,55,100,241,0,27,89,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Sinc.java,36,46,33,20,29,19,14,21,11,1,4,1,40,103,140,183,62,454,29,70,9,20,29,0,54,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Sinh.java,4,55,28,17,7,68,10,0,3,0,8,3,55,100,241,0,27,89,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Sqrt.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\StepFunction.java,13,44,35,21,42,30,11,2,8,0,5,2,40,90,191,68,54,229,24,24,6,4,10,0,7,Data Manipulation Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Subtract.java,2,57,26,16,4,69,10,4,1,0,8,5,60,100,222,20,18,83,20,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Tan.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Tanh.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Ulp.java,2,57,26,17,4,74,8,0,2,0,8,5,60,100,233,0,14,61,16,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\FunctionUtils.java,127,42,35,22,36,10,23,5,16,0,8,1,21,40,200,79,55,1506,35,346,61,14,75,0,96,Data I/O Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\BaseAbstractUnivariateIntegrator.java,21,52,29,19,15,44,24,1,5,0,8,3,55,150,151,26,35,337,31,64,29,7,36,0,6,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\BaseRuleFactory.java,22,43,36,21,23,30,19,0,22,0,5,2,40,107,143,56,59,397,47,36,9,6,15,0,2,Data I/O Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\GaussIntegrator.java,14,49,32,19,18,43,16,4,11,0,6,3,31,76,152,62,45,230,28,31,10,0,10,0,3,Data I/O Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\GaussIntegratorFactory.java,16,49,32,20,18,39,19,4,12,0,5,4,44,108,158,68,51,309,45,28,12,1,13,0,2,Data I/O Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\HermiteRuleFactory.java,34,47,32,20,26,26,18,15,11,1,4,1,33,111,84,150,53,436,29,86,6,23,29,0,32,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\LegendreHighPrecisionRuleFactory.java,38,47,32,21,23,26,27,5,13,0,5,1,34,129,75,101,51,651,35,116,9,31,40,3,26,Data I/O Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\LegendreRuleFactory.java,31,47,33,20,28,23,15,16,12,1,4,1,35,108,95,159,58,408,25,75,3,24,27,0,37,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\package-info.java,1,62,24,15,0,82,2,0,0,0,8,8,100,200,150,0,0,12,5,1,2,0,2,0,0,Normal,1,* Function and attribute nesting may need simplification. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\SymmetricGaussIntegrator.java,14,50,31,19,21,41,15,9,8,0,4,2,16,45,119,112,48,225,28,30,5,0,5,0,10,Algorithmic Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\IterativeLegendreGaussIntegrator.java,22,52,29,19,19,44,18,7,5,0,5,2,37,94,145,97,46,253,38,42,9,7,16,0,10,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\LegendreGaussIntegrator.java,36,51,30,19,14,28,16,21,9,2,7,2,35,88,165,177,59,367,36,67,17,7,24,0,99,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\MidPointIntegrator.java,21,50,30,20,27,38,15,9,5,0,5,2,30,70,155,107,52,250,33,39,8,4,12,0,9,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\package-info.java,1,63,23,14,0,80,2,0,0,0,8,10,100,200,125,0,0,14,5,1,2,0,2,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\RombergIntegrator.java,21,48,32,20,26,35,15,6,10,0,5,2,21,56,136,97,53,281,32,41,7,2,9,0,13,Algorithmic Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\SimpsonIntegrator.java,17,49,31,20,31,36,14,5,5,0,5,2,25,57,185,87,53,253,33,30,7,1,8,0,11,Normal,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\TrapezoidIntegrator.java,23,49,31,20,28,34,16,8,5,0,5,2,27,65,152,100,51,294,31,47,9,4,13,0,11,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\UnivariateIntegrator.java,4,59,25,16,0,81,6,0,3,0,4,6,90,450,69,0,34,46,12,9,9,0,9,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\AkimaSplineInterpolator.java,47,45,35,21,23,21,18,16,17,1,4,1,9,26,110,184,61,545,45,76,6,1,7,0,52,Algorithmic Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\BicubicInterpolatingFunction.java,77,42,37,21,34,14,15,13,16,2,5,1,15,33,176,124,81,664,31,149,18,5,23,0,300,Algorithmic Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\BicubicInterpolator.java,27,42,36,21,30,25,14,7,19,0,3,1,12,33,126,131,59,360,40,40,3,2,5,0,15,Algorithmic Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\BicubicSplineInterpolatingFunction.java,114,41,37,22,30,11,20,10,20,2,6,1,16,36,175,100,73,1151,34,270,37,8,45,0,338,Algorithmic Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\BicubicSplineInterpolator.java,39,42,36,22,37,20,16,5,18,0,4,1,26,58,131,108,60,509,34,74,8,12,20,0,18,Data I/O Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\BivariateGridInterpolator.java,3,55,28,17,0,74,4,0,11,0,5,6,75,150,160,0,41,33,15,3,3,0,3,0,0,Data I/O Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\DividedDifferenceInterpolator.java,13,48,32,20,15,38,16,6,17,0,4,3,30,88,102,96,54,257,34,25,7,1,8,0,10,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\FieldHermiteInterpolator.java,41,45,34,22,31,22,19,5,17,0,5,1,15,38,124,101,57,524,35,88,9,5,14,0,23,Data I/O Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\HermiteInterpolator.java,40,46,33,21,31,24,17,6,14,0,5,1,21,51,129,101,55,452,30,92,12,8,20,0,22,Algorithmic Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\LinearInterpolator.java,13,45,34,21,27,32,13,6,16,0,4,1,20,50,134,100,56,251,30,23,3,2,5,0,10,Algorithmic Oriented,1,* Needs more comments. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\LoessInterpolator.java,67,45,35,21,33,22,18,8,13,0,5,2,28,75,138,106,55,509,33,145,19,23,42,0,53,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\MicrosphereInterpolatingFunction.java,36,46,33,21,38,29,15,3,7,0,6,1,37,75,182,66,48,334,30,74,19,9,28,0,9,Normal,0,
