File,Total Time (minutes),Coding,Debugging,Testing,FC Flow Complexity,OV Object Vocabulary,OC Object Conjuration,AI Arithmetic Intricacy,DT Data Transfer,CM Comments,CS Code Structure,ID Inline Data,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\package-info.java,80,53,16,10,0,56,1,0,0,16,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\SparseGradient.java,9626,4283,3284,2058,3550,1446,2447,602,745,69,738,27,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateDifferentiableFunction.java,144,87,34,22,0,112,8,0,1,12,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateDifferentiableMatrixFunction.java,153,87,41,25,0,112,8,0,12,10,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateDifferentiableVectorFunction.java,148,86,37,23,0,112,8,0,7,10,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateFunctionDifferentiator.java,119,72,28,18,0,94,5,0,1,9,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateMatrixFunctionDifferentiator.java,119,72,28,18,0,94,5,0,1,9,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateVectorFunctionDifferentiator.java,119,72,28,18,0,94,5,0,1,9,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Abs.java,151,86,39,25,5,112,11,0,2,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Acos.java,268,147,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Acosh.java,268,148,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Add.java,149,85,39,24,5,103,14,6,1,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Asin.java,268,147,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Asinh.java,268,148,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Atan.java,268,147,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Atan2.java,164,94,43,27,5,122,14,0,2,6,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Atanh.java,268,148,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Cbrt.java,268,147,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Ceil.java,151,86,39,25,5,112,11,0,2,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Constant.java,276,150,76,49,16,169,45,0,10,8,25,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Cos.java,267,147,74,46,16,187,25,0,8,8,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Cosh.java,247,136,68,42,16,169,25,0,7,8,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Divide.java,149,85,39,24,5,103,14,6,1,7,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Exp.java,267,147,74,46,16,187,25,0,8,8,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Expm1.java,268,148,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Floor.java,151,86,39,25,5,112,11,0,2,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Gaussian.java,2129,987,712,430,533,525,377,278,247,32,117,17,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\HarmonicOscillator.java,1285,617,413,254,233,413,262,127,140,23,79,5,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Identity.java,223,122,62,38,16,150,23,0,4,8,19,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Inverse.java,261,144,72,45,16,178,23,6,7,8,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Log.java,268,147,74,46,16,187,25,0,8,8,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Log10.java,268,148,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Log1p.java,268,148,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Logistic.java,1565,759,498,307,232,497,373,162,169,31,87,10,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Logit.java,1643,754,551,338,514,413,281,138,161,28,99,7,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Max.java,164,93,43,27,5,122,14,0,2,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Min.java,164,93,43,27,5,122,14,0,2,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Minus.java,246,135,68,42,16,159,23,11,6,8,20,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Multiply.java,149,85,39,24,5,103,14,6,1,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\package-info.java,63,40,14,8,0,47,2,0,0,8,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Pow.java,164,93,43,27,5,122,14,0,2,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Power.java,302,165,83,53,16,197,42,0,10,8,26,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Rint.java,151,86,39,25,5,112,11,0,2,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Sigmoid.java,1500,712,489,299,331,432,253,173,173,29,95,11,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Signum.java,151,86,39,25,5,112,11,0,2,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Sin.java,246,135,68,42,16,169,25,0,7,7,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Sinc.java,2196,1019,735,442,627,422,305,451,248,25,95,20,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Sinh.java,247,136,68,42,16,169,25,0,7,8,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Sqrt.java,268,147,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\StepFunction.java,826,366,288,170,344,244,90,17,65,15,45,2,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Subtract.java,149,85,39,24,5,103,14,6,1,7,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Tan.java,267,147,74,46,16,187,25,0,8,8,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Tanh.java,268,148,74,46,16,187,25,0,8,8,22,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Ulp.java,151,86,39,25,5,112,11,0,2,6,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\FunctionUtils.java,7670,3234,2718,1718,2769,760,1801,370,1264,79,590,36,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\BaseAbstractUnivariateIntegrator.java,1269,653,373,241,192,563,300,11,59,43,96,2,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\BaseRuleFactory.java,1365,585,489,291,319,403,255,6,294,22,62,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\GaussIntegrator.java,854,419,270,165,154,366,134,34,90,22,50,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\GaussIntegratorFactory.java,1012,493,320,198,179,394,194,40,120,35,47,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\HermiteRuleFactory.java,2091,991,677,423,536,535,369,306,227,23,82,12,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\LegendreHighPrecisionRuleFactory.java,2289,1080,729,480,536,591,608,104,298,21,118,10,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\LegendreRuleFactory.java,1899,886,625,387,536,441,286,312,220,17,72,14,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\package-info.java,80,49,19,11,0,65,1,0,0,6,6,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\gauss\SymmetricGaussIntegrator.java,874,437,268,168,182,357,128,81,67,15,39,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\IterativeLegendreGaussIntegrator.java,1357,700,395,261,254,601,241,92,69,29,65,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\LegendreGaussIntegrator.java,2213,1131,670,411,313,629,364,469,208,37,154,37,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\MidPointIntegrator.java,1292,647,392,252,342,488,194,110,61,30,61,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\package-info.java,70,44,16,10,0,56,1,0,0,7,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\RombergIntegrator.java,1278,611,409,258,337,441,197,81,133,23,59,4,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\SimpsonIntegrator.java,1056,517,329,210,331,375,151,58,55,23,57,4,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\TrapezoidIntegrator.java,1400,690,433,276,398,479,223,116,76,29,74,4,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\integration\UnivariateIntegrator.java,289,171,71,47,0,234,17,0,8,17,11,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\AkimaSplineInterpolator.java,2840,1271,984,585,651,591,509,463,474,27,104,19,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\BicubicInterpolatingFunction.java,4639,1957,1694,987,1578,657,688,590,758,32,221,112,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\BicubicInterpolator.java,1670,704,609,357,500,422,242,121,309,13,55,5,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\BicubicSplineInterpolatingFunction.java,6841,2833,2518,1489,2019,760,1376,694,1396,78,388,126,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\BicubicSplineInterpolator.java,2386,1007,850,528,876,469,379,115,420,22,96,6,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\BivariateGridInterpolator.java,216,119,60,36,0,159,8,0,24,13,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\DividedDifferenceInterpolator.java,829,395,269,165,123,319,131,52,143,23,33,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\FieldHermiteInterpolator.java,2518,1127,847,543,769,563,466,133,416,29,131,8,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\HermiteInterpolator.java,2425,1111,799,515,755,582,416,156,341,35,130,8,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\LinearInterpolator.java,816,368,279,169,217,263,106,46,132,12,35,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\LoessInterpolator.java,4068,1812,1404,851,1328,892,713,330,515,77,191,19,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\MicrosphereInterpolatingFunction.java,2198,1010,726,461,846,638,337,58,155,31,128,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\MicrosphereInterpolator.java,549,276,168,105,105,272,81,0,40,16,31,2,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\MultivariateInterpolator.java,200,113,53,33,0,150,7,0,18,13,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\NevilleInterpolator.java,245,137,66,41,5,178,19,0,14,13,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\package-info.java,70,44,16,10,0,56,1,0,0,6,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\PiecewiseBicubicSplineInterpolatingFunction.java,2656,1105,972,578,1255,507,354,115,288,23,101,10,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\PiecewiseBicubicSplineInterpolator.java,651,280,233,137,327,197,54,0,39,7,24,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\SmoothingPolynomialBicubicSplineInterpolator.java,2182,945,759,477,847,488,346,75,298,19,99,7,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\SplineInterpolator.java,1787,763,648,375,329,328,271,318,451,23,49,16,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\TricubicInterpolatingFunction.java,13132,6027,4611,2494,2933,770,1467,3571,2261,39,529,1560,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\TricubicInterpolator.java,3328,1258,1322,747,789,572,558,277,1032,8,81,8,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\TricubicSplineInterpolatingFunction.java,12124,5574,4257,2292,2650,695,1296,3189,2182,37,514,1558,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\TricubicSplineInterpolator.java,4067,1600,1534,933,1418,591,694,196,1004,16,134,10,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\TrivariateGridInterpolator.java,240,128,69,41,0,169,10,0,36,14,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\UnivariateInterpolator.java,172,98,45,28,0,131,7,0,12,10,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\interpolation\UnivariatePeriodicInterpolator.java,1022,481,332,209,173,328,229,63,153,17,54,2,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\MultivariateFunction.java,118,71,29,18,0,84,5,0,7,13,8,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\MultivariateMatrixFunction.java,137,75,39,23,0,94,7,0,18,9,8,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\MultivariateVectorFunction.java,132,74,35,22,0,94,7,0,12,9,8,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\package-info.java,65,42,13,8,0,47,1,0,0,11,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\ParametricUnivariateFunction.java,148,86,38,24,0,103,14,0,8,10,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\polynomials\package-info.java,70,44,16,10,0,56,1,0,0,7,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\polynomials\PolynomialFunction.java,4264,1851,1494,918,1701,760,723,254,484,43,276,21,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\polynomials\PolynomialFunctionLagrangeForm.java,3107,1352,1089,665,884,544,609,295,550,52,153,17,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\polynomials\PolynomialFunctionNewtonForm.java,1842,821,631,389,493,422,366,110,299,35,105,10,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\polynomials\PolynomialSplineFunction.java,1966,849,702,414,760,451,275,81,239,43,104,9,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\polynomials\PolynomialsUtils.java,3580,1685,1157,737,792,807,851,399,432,58,221,15,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\AbstractDifferentiableUnivariateSolver.java,418,235,109,73,5,291,67,0,12,13,28,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\AbstractPolynomialSolver.java,373,204,100,68,5,225,81,0,18,11,30,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\AbstractUnivariateDifferentiableSolver.java,394,221,103,69,5,263,71,0,12,12,27,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\AbstractUnivariateSolver.java,221,126,56,39,0,131,51,0,7,10,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\AllowedSolution.java,151,97,32,20,0,112,4,0,0,24,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\BaseAbstractUnivariateSolver.java,1410,737,405,267,114,648,393,29,66,39,116,2,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\BaseSecantSolver.java,2192,992,744,454,902,554,388,92,94,36,119,4,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\BaseUnivariateSolver.java,336,203,79,54,0,225,51,0,9,38,12,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\BisectionSolver.java,610,310,180,119,142,272,89,17,33,11,42,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\BracketedUnivariateSolver.java,261,159,61,40,0,187,32,0,2,29,10,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\BracketingNthOrderBrentSolver.java,4229,1874,1463,890,1496,798,743,423,484,48,200,34,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\BrentSolver.java,2429,1108,817,503,988,535,375,243,132,25,121,8,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\DifferentiableUnivariateSolver.java,117,71,28,18,0,94,5,0,0,8,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\IllinoisSolver.java,264,152,65,46,0,150,60,0,9,18,26,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\solvers\LaguerreSolver.java,3594,1657,1183,754,1144,976,713,127,373,50,197,11,
